persona,camara,emocion,archivo,num_frames,alto,ancho,canales,timestamp
p043,camaraInfrarroja,Asco,p043\camaraInfrarroja\Asco.npy,12,64,64,3,2026-04-22 21:12:29
p043,camaraInfrarroja,Felicidad,p043\camaraInfrarroja\Felicidad.npy,12,64,64,3,2026-04-22 21:12:30
p043,camaraInfrarroja,Neutral,p043\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:12:32
p043,camaraInfrarroja,Sorpresa,p043\camaraInfrarroja\Sorpresa.npy,12,64,64,3,2026-04-22 21:12:33
p043,camaraInfrarroja,Tristeza,p043\camaraInfrarroja\Tristeza.npy,12,64,64,3,2026-04-22 21:12:35
p043,camaraWeb,Asco,p043\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:12:36
p043,camaraWeb,Felicidad,p043\camaraWeb\Felicidad.npy,12,64,64,3,2026-04-22 21:12:37
p043,camaraWeb,Neutral,p043\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:12:38
p043,camaraWeb,Sorpresa,p043\camaraWeb\Sorpresa.npy,12,64,64,3,2026-04-22 21:12:38
p043,camaraWeb,Tristeza,p043\camaraWeb\Tristeza.npy,12,64,64,3,2026-04-22 21:12:39
p044,camaraInfrarroja,Asco,p044\camaraInfrarroja\Asco.npy,12,64,64,3,2026-04-22 21:12:41
p044,camaraInfrarroja,Enojo,p044\camaraInfrarroja\Enojo.npy,12,64,64,3,2026-04-22 21:12:43
p044,camaraInfrarroja,Felicidad,p044\camaraInfrarroja\Felicidad.npy,12,64,64,3,2026-04-22 21:12:44
p044,camaraInfrarroja,Miedo,p044\camaraInfrarroja\Miedo.npy,12,64,64,3,2026-04-22 21:12:47
p044,camaraInfrarroja,Neutral,p044\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:12:49
p044,camaraInfrarroja,Tristeza,p044\camaraInfrarroja\Tristeza.npy,12,64,64,3,2026-04-22 21:12:50
p044,camaraWeb,Asco,p044\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:12:51
p044,camaraWeb,Enojo,p044\camaraWeb\Enojo.npy,12,64,64,3,2026-04-22 21:12:52
p044,camaraWeb,Felicidad,p044\camaraWeb\Felicidad.npy,12,64,64,3,2026-04-22 21:12:53
p044,camaraWeb,Miedo,p044\camaraWeb\Miedo.npy,12,64,64,3,2026-04-22 21:12:54
p044,camaraWeb,Neutral,p044\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:12:55
p044,camaraWeb,Tristeza,p044\camaraWeb\Tristeza.npy,12,64,64,3,2026-04-22 21:12:56
p045,camaraInfrarroja,Felicidad,p045\camaraInfrarroja\Felicidad.npy,12,64,64,3,2026-04-22 21:12:59
p045,camaraInfrarroja,Neutral,p045\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:13:01
p045,camaraWeb,Asco,p045\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:13:05
p045,camaraWeb,Felicidad,p045\camaraWeb\Felicidad.npy,12,64,64,3,2026-04-22 21:13:06
p045,camaraWeb,Miedo,p045\camaraWeb\Miedo.npy,12,64,64,3,2026-04-22 21:13:07
p045,camaraWeb,Neutral,p045\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:13:08
p045,camaraWeb,Sorpresa,p045\camaraWeb\Sorpresa.npy,12,64,64,3,2026-04-22 21:13:08
p045,camaraWeb,Tristeza,p045\camaraWeb\Tristeza.npy,12,64,64,3,2026-04-22 21:13:09
p046,camaraInfrarroja,Asco,p046\camaraInfrarroja\Asco.npy,8,64,64,3,2026-04-22 21:13:11
p046,camaraInfrarroja,Enojo,p046\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:13:12
p046,camaraInfrarroja,Felicidad,p046\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:13:13
p046,camaraInfrarroja,Miedo,p046\camaraInfrarroja\Miedo.npy,8,64,64,3,2026-04-22 21:13:14
p046,camaraInfrarroja,Neutral,p046\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:13:15
p046,camaraInfrarroja,Sorpresa,p046\camaraInfrarroja\Sorpresa.npy,8,64,64,3,2026-04-22 21:13:16
p046,camaraInfrarroja,Tristeza,p046\camaraInfrarroja\Tristeza.npy,8,64,64,3,2026-04-22 21:13:17
p046,camaraWeb,Asco,p046\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:13:18
p046,camaraWeb,Enojo,p046\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:13:18
p046,camaraWeb,Felicidad,p046\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:13:19
p046,camaraWeb,Miedo,p046\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:13:20
p046,camaraWeb,Neutral,p046\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:13:20
p046,camaraWeb,Sorpresa,p046\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:13:21
p046,camaraWeb,Tristeza,p046\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:13:22
p047,camaraInfrarroja,Asco,p047\camaraInfrarroja\Asco.npy,8,64,64,3,2026-04-22 21:13:23
p047,camaraInfrarroja,Enojo,p047\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:13:24
p047,camaraInfrarroja,Felicidad,p047\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:13:25
p047,camaraInfrarroja,Neutral,p047\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:13:26
p047,camaraInfrarroja,Tristeza,p047\camaraInfrarroja\Tristeza.npy,8,64,64,3,2026-04-22 21:13:27
p047,camaraWeb,Asco,p047\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:13:28
p047,camaraWeb,Enojo,p047\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:13:28
p047,camaraWeb,Felicidad,p047\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:13:29
p047,camaraWeb,Neutral,p047\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:13:30
p047,camaraWeb,Tristeza,p047\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:13:30
p048,camaraInfrarroja,Enojo,p048\camaraInfrarroja\Enojo.npy,7,64,64,3,2026-04-22 21:13:31
p048,camaraInfrarroja,Felicidad,p048\camaraInfrarroja\Felicidad.npy,7,64,64,3,2026-04-22 21:13:32
p048,camaraInfrarroja,Neutral,p048\camaraInfrarroja\Neutral.npy,7,64,64,3,2026-04-22 21:13:33
p048,camaraInfrarroja,Sorpresa,p048\camaraInfrarroja\Sorpresa.npy,7,64,64,3,2026-04-22 21:13:34
p049,camaraInfrarroja,Enojo,p049\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:13:35
p049,camaraInfrarroja,Felicidad,p049\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:13:37
p049,camaraInfrarroja,Miedo,p049\camaraInfrarroja\Miedo.npy,8,64,64,3,2026-04-22 21:13:38
p049,camaraInfrarroja,Neutral,p049\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:13:39
p049,camaraWeb,Enojo,p049\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:13:39
p049,camaraWeb,Felicidad,p049\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:13:40
p049,camaraWeb,Miedo,p049\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:13:41
p049,camaraWeb,Neutral,p049\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:13:41
p050,camaraInfrarroja,Asco,p050\camaraInfrarroja\Asco.npy,3,64,64,3,2026-04-22 21:13:42
p050,camaraInfrarroja,Enojo,p050\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:13:43
p050,camaraInfrarroja,Felicidad,p050\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:13:44
p050,camaraInfrarroja,Miedo,p050\camaraInfrarroja\Miedo.npy,6,64,64,3,2026-04-22 21:13:46
p050,camaraInfrarroja,Tristeza,p050\camaraInfrarroja\Tristeza.npy,4,64,64,3,2026-04-22 21:13:48
p050,camaraWeb,Asco,p050\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:13:49
p050,camaraWeb,Enojo,p050\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:13:50
p050,camaraWeb,Felicidad,p050\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:13:50
p050,camaraWeb,Miedo,p050\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:13:51
p050,camaraWeb,Neutral,p050\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:13:51
p050,camaraWeb,Sorpresa,p050\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:13:51
p050,camaraWeb,Tristeza,p050\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:13:52
p051,camaraInfrarroja,Asco,p051\camaraInfrarroja\Asco.npy,8,64,64,3,2026-04-22 21:13:52
p051,camaraInfrarroja,Enojo,p051\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:13:53
p051,camaraInfrarroja,Felicidad,p051\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:13:53
p051,camaraInfrarroja,Miedo,p051\camaraInfrarroja\Miedo.npy,8,64,64,3,2026-04-22 21:13:54
p051,camaraInfrarroja,Neutral,p051\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:13:54
p051,camaraInfrarroja,Sorpresa,p051\camaraInfrarroja\Sorpresa.npy,8,64,64,3,2026-04-22 21:13:55
p051,camaraWeb,Asco,p051\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:13:55
p051,camaraWeb,Enojo,p051\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:13:56
p051,camaraWeb,Felicidad,p051\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:13:56
p051,camaraWeb,Miedo,p051\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:13:56
p051,camaraWeb,Neutral,p051\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:13:57
p051,camaraWeb,Sorpresa,p051\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:13:57
p067,camaraInfrarroja,Neutral,p067\camaraInfrarroja\Neutral.npy,1,64,64,3,2026-04-22 21:13:59
p067,camaraWeb,Asco,p067\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:14:01
p067,camaraWeb,Felicidad,p067\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:14:01
p067,camaraWeb,Miedo,p067\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:14:01
p067,camaraWeb,Neutral,p067\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:14:02
p067,camaraWeb,Sorpresa,p067\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:14:02
p067,camaraWeb,Tristeza,p067\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:14:02
p068,camaraWeb,Felicidad,p068\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:14:04
p068,camaraWeb,Neutral,p068\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:14:04
p068,camaraWeb,Tristeza,p068\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:14:05
p070,camaraInfrarroja,Miedo,p070\camaraInfrarroja\Miedo.npy,8,64,64,3,2026-04-22 21:14:06
p070,camaraInfrarroja,Neutral,p070\camaraInfrarroja\Neutral.npy,8,64,64,3,2026-04-22 21:14:07
p070,camaraWeb,Enojo,p070\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:14:07
p070,camaraWeb,Felicidad,p070\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:14:08
p070,camaraWeb,Miedo,p070\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:14:08
p070,camaraWeb,Neutral,p070\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:14:08
p071,camaraInfrarroja,Enojo,p071\camaraInfrarroja\Enojo.npy,8,64,64,3,2026-04-22 21:14:09
p071,camaraInfrarroja,Neutral,p071\camaraInfrarroja\Neutral.npy,11,64,64,3,2026-04-22 21:14:10
p071,camaraInfrarroja,Tristeza,p071\camaraInfrarroja\Tristeza.npy,7,64,64,3,2026-04-22 21:14:11
p071,camaraWeb,Enojo,p071\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:14:11
p071,camaraWeb,Neutral,p071\camaraWeb\Neutral.npy,16,64,64,3,2026-04-22 21:14:11
p071,camaraWeb,Tristeza,p071\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:14:12
p072,camaraInfrarroja,Asco,p072\camaraInfrarroja\Asco.npy,8,64,64,3,2026-04-22 21:14:12
p072,camaraInfrarroja,Enojo,p072\camaraInfrarroja\Enojo.npy,6,64,64,3,2026-04-22 21:14:13
p072,camaraInfrarroja,Felicidad,p072\camaraInfrarroja\Felicidad.npy,8,64,64,3,2026-04-22 21:14:13
p072,camaraInfrarroja,Neutral,p072\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:14:14
p072,camaraInfrarroja,Sorpresa,p072\camaraInfrarroja\Sorpresa.npy,5,64,64,3,2026-04-22 21:14:15
p072,camaraInfrarroja,Tristeza,p072\camaraInfrarroja\Tristeza.npy,8,64,64,3,2026-04-22 21:14:16
p072,camaraWeb,Asco,p072\camaraWeb\Asco.npy,8,64,64,3,2026-04-22 21:14:16
p072,camaraWeb,Enojo,p072\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:14:17
p072,camaraWeb,Felicidad,p072\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:14:17
p072,camaraWeb,Neutral,p072\camaraWeb\Neutral.npy,16,64,64,3,2026-04-22 21:14:18
p072,camaraWeb,Sorpresa,p072\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:14:19
p072,camaraWeb,Tristeza,p072\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:14:20
p073,camaraInfrarroja,Neutral,p073\camaraInfrarroja\Neutral.npy,4,64,64,3,2026-04-22 21:14:21
p073,camaraWeb,Enojo,p073\camaraWeb\Enojo.npy,8,64,64,3,2026-04-22 21:14:23
p073,camaraWeb,Felicidad,p073\camaraWeb\Felicidad.npy,8,64,64,3,2026-04-22 21:14:23
p073,camaraWeb,Miedo,p073\camaraWeb\Miedo.npy,8,64,64,3,2026-04-22 21:14:23
p073,camaraWeb,Neutral,p073\camaraWeb\Neutral.npy,8,64,64,3,2026-04-22 21:14:24
p073,camaraWeb,Sorpresa,p073\camaraWeb\Sorpresa.npy,8,64,64,3,2026-04-22 21:14:24
p073,camaraWeb,Tristeza,p073\camaraWeb\Tristeza.npy,8,64,64,3,2026-04-22 21:14:24
p081,camaraInfrarroja,Asco,p081\camaraInfrarroja\Asco.npy,12,64,64,3,2026-04-22 21:14:25
p081,camaraInfrarroja,Felicidad,p081\camaraInfrarroja\Felicidad.npy,12,64,64,3,2026-04-22 21:14:26
p081,camaraInfrarroja,Neutral,p081\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:14:27
p081,camaraInfrarroja,Sorpresa,p081\camaraInfrarroja\Sorpresa.npy,12,64,64,3,2026-04-22 21:14:28
p081,camaraWeb,Asco,p081\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:14:28
p081,camaraWeb,Felicidad,p081\camaraWeb\Felicidad.npy,12,64,64,3,2026-04-22 21:14:29
p081,camaraWeb,Neutral,p081\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:14:29
p081,camaraWeb,Sorpresa,p081\camaraWeb\Sorpresa.npy,12,64,64,3,2026-04-22 21:14:30
p082,camaraInfrarroja,Asco,p082\camaraInfrarroja\Asco.npy,10,64,64,3,2026-04-22 21:14:31
p082,camaraInfrarroja,Enojo,p082\camaraInfrarroja\Enojo.npy,12,64,64,3,2026-04-22 21:14:31
p082,camaraInfrarroja,Felicidad,p082\camaraInfrarroja\Felicidad.npy,6,64,64,3,2026-04-22 21:14:32
p082,camaraInfrarroja,Neutral,p082\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:14:33
p082,camaraInfrarroja,Sorpresa,p082\camaraInfrarroja\Sorpresa.npy,12,64,64,3,2026-04-22 21:14:34
p082,camaraInfrarroja,Tristeza,p082\camaraInfrarroja\Tristeza.npy,12,64,64,3,2026-04-22 21:14:35
p082,camaraWeb,Asco,p082\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:14:35
p082,camaraWeb,Enojo,p082\camaraWeb\Enojo.npy,12,64,64,3,2026-04-22 21:14:36
p082,camaraWeb,Felicidad,p082\camaraWeb\Felicidad.npy,10,64,64,3,2026-04-22 21:14:36
p082,camaraWeb,Neutral,p082\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:14:36
p082,camaraWeb,Sorpresa,p082\camaraWeb\Sorpresa.npy,12,64,64,3,2026-04-22 21:14:37
p082,camaraWeb,Tristeza,p082\camaraWeb\Tristeza.npy,12,64,64,3,2026-04-22 21:14:38
p083,camaraInfrarroja,Neutral,p083\camaraInfrarroja\Neutral.npy,12,64,64,3,2026-04-22 21:14:40
p083,camaraInfrarroja,Sorpresa,p083\camaraInfrarroja\Sorpresa.npy,2,64,64,3,2026-04-22 21:14:41
p083,camaraWeb,Enojo,p083\camaraWeb\Enojo.npy,12,64,64,3,2026-04-22 21:14:42
p083,camaraWeb,Felicidad,p083\camaraWeb\Felicidad.npy,12,64,64,3,2026-04-22 21:14:42
p083,camaraWeb,Miedo,p083\camaraWeb\Miedo.npy,12,64,64,3,2026-04-22 21:14:43
p083,camaraWeb,Neutral,p083\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:14:43
p083,camaraWeb,Sorpresa,p083\camaraWeb\Sorpresa.npy,12,64,64,3,2026-04-22 21:14:43
p084,camaraWeb,Asco,p084\camaraWeb\Asco.npy,12,64,64,3,2026-04-22 21:14:47
p084,camaraWeb,Neutral,p084\camaraWeb\Neutral.npy,12,64,64,3,2026-04-22 21:14:48
p084,camaraWeb,Sorpresa,p084\camaraWeb\Sorpresa.npy,10,64,64,3,2026-04-22 21:14:48
p084,camaraWeb,Tristeza,p084\camaraWeb\Tristeza.npy,12,64,64,3,2026-04-22 21:14:49
p086,camaraInfrarroja,Asco,p086\camaraInfrarroja\Asco.npy,33,64,64,3,2026-04-22 21:14:51
p086,camaraInfrarroja,Enojo,p086\camaraInfrarroja\Enojo.npy,171,64,64,3,2026-04-22 21:14:58
p086,camaraInfrarroja,Felicidad,p086\camaraInfrarroja\Felicidad.npy,69,64,64,3,2026-04-22 21:15:01
p086,camaraInfrarroja,Miedo,p086\camaraInfrarroja\Miedo.npy,158,64,64,3,2026-04-22 21:15:06
p086,camaraInfrarroja,Neutral,p086\camaraInfrarroja\Neutral.npy,83,64,64,3,2026-04-22 21:15:10
p086,camaraInfrarroja,Sorpresa,p086\camaraInfrarroja\Sorpresa.npy,82,64,64,3,2026-04-22 21:15:13
p086,camaraInfrarroja,Tristeza,p086\camaraInfrarroja\Tristeza.npy,320,64,64,3,2026-04-22 21:15:26
